11/1/17,R,,1,4,
11/2/17,R,,1,4,
11/3/17,R,,1,4,
11/6/17,R,,1,4,
11/7/17,R,,1,5,d
11/8/17,R,,1,5,
11/9/17,R,,1,6,d
11/10/17,R,,1,6,
11/12/18,R,,1,6,
11/14/17,R,d,2,7,d
11/15/17,R,,2,7,
11/16/17,R,,2,7,
11/17/17,R,,2,7,
11/20/17,R,,2,7,
11/21/17,R,,2,7,
11/22/17,R,,2,6,
11/24/17,R,,2,5,
11/27/17,R,,2,4,
11/28/17,R,,2,3,
11/29/17,R,,2,4,d
11/30/17,R,,1,4,
12/1/17,R,,1,4,
12/4/17,R,,1,5,d
12/5/17,R,,1,5,
12/6/17,R,,1,5,
12/7/17,R,,1,5,
12/8/17,R,,1,5,
12/11/17,R,,1,5,
12/12/17,R,,1,5,
12/13/17,R,,1,4,
12/14/17,R,,1,5,d
12/15/17,R,,1,4,
12/18/17,R,,1,4,
12/19/17,R,,0,4,
12/20/17,R,,0,3,
12/21/17,R,,0,3,
12/22/17,R,,0,3,
12/26/17,R,,0,3,
12/27/17,R,,0,3,
12/28/17,R,,0,3,
12/29/17,R,d,1,4,d
1/2/18,R,,1,4,
1/3/18,R,,1,4,
1/4/18,R,,1,4,
1/5/18,R,,1,2,
1/8/18,R,,1,2,
1/9/18,R,,1,2,
1/10/18,R,,1,2,
1/11/18,R,,1,1,
1/12/18,R,,1,0,
1/16/18,R,,1,1,d
1/17/18,R,,1,1,
1/18/18,R,,1,1,
1/19/18,R,,1,1,
1/22/18,R,,1,1,
1/23/18,R,,1,1,
1/24/18,R,,1,2,d
1/25/18,R,,1,2,
1/26/18,R,,1,2,
1/29/18,R,d,2,3,d
1/30/18,R,d,3,4,d
1/31/18,R,,3,4,
2/1/18,P,,3,4,
2/2/18,P,d,4,5,d
2/5/18,P,d,5,6,d
2/6/18,P,,5,6,
2/7/18,P,,5,6,
2/8/18,C,d,6,7,d
2/9/18,C,,x,x,
2/12/18,C,,x,x,
2/13/18,C,,x,x,
2/14/18,R,,0,0,
2/15/18,R,,0,0,
2/16/18,R,,0,0,
2/20/18,R,,0,0,
2/21/18,R,d,1,1,d
2/22/18,R,,1,1,
2/23/18,R,,1,1,
2/26/18,R,,1,1,
2/27/18,R,d,2,2,d
2/28/18,R,d,3,3,d
3/1/18,P,d,4,4,d
3/2/18,P,,4,4,
3/5/18,P,,4,4,
3/6/18,P,,4,4,
3/7/18,P,,4,4,
3/8/18,P,,4,4,
3/9/18,R,,4,3,
3/12/18,R,,4,2,
3/13/18,R,d,5,3,d
3/14/18,R,d,6,3,
3/15/18,R,,6,3,
3/16/18,R,,6,3,
3/19/18,P,,6,3,
3/20/18,P,,6,3,
3/21/18,P,,6,4,d
3/22/18,P,d,7,5,d
3/23/18,P,d,8,6,d
3/26/18,P,,8,6,
3/27/18,C,,x,x,
3/28/18,C,,x,x,
3/29/18,C,,x,x,
4/2/18,C,,x,x,
4/3/18,C,,x,x,
4/4/18,C,,x,x,
4/5/18,C,,x,x,
4/6/18,C,,x,x,
4/9/18,C,,x,x,
4/10/18,R,,0,0,
4/11/18,R,,0,0,
4/12/18,R,,0,0,
4/13/18,R,,0,0,
4/16/18,R,,0,0,
4/17/18,R,,0,0,
4/18/18,R,,0,0,
4/19/18,R,,0,1,d
4/20/18,R,d,1,1,
4/23/18,R,,1,1,
4/24/18,P,d,2,2,d
4/25/18,P,,2,2,
4/26/18,P,,2,2,
4/27/18,P,,2,2,
4/30/18,P,d,3,2,
5/1/18,P,,3,2,
5/2/18,P,d,4,3,d
5/3/18,P,,4,3,
5/4/18,P,,4,3,
5/7/18,P,,4,3,
5/8/18,P,,4,3,
5/9/18,P,,4,3,
5/10/18,R,,4,2,
5/11/18,R,,4,2,
5/14/18,R,s,5,1,
5/15/18,R,d,6,2,d
5/16/18,R,,6,2,
5/17/18,R,,6,2,
5/18/18,R,,6,3,d
5/21/18,R,,6,3,
5/22/18,R,d,7,3,
5/23/18,R,,7,3,
5/24/18,R,,7,2,
5/25/18,R,,6,2,
5/29/18,R,d,7,3,d
5/30/18,R,,6,3,
5/31/18,R,d,7,4,d
6/1/18,R,,7,4,
6/4/18,R,,7,4,
6/5/18,R,,6,4,
6/6/18,R,,5,4,
6/7/18,R,,5,5,d
6/8/18,R,,5,5,
6/11/18,R,,5,5,
6/12/18,R,,5,5,
6/13/18,R,d,6,3,
6/14/18,R,,6,2,
6/15/18,R,,6,2,
6/18/18,R,,6,2,
6/19/18,R,d,6,3,d
6/20/18,R,,5,3,
6/21/18,R,,5,4,d
6/22/18,R,,5,5,d
6/25/18,P,,5,5,
6/26/18,P,,5,5,
6/27/18,P,d,5,6,d
6/28/18,P,,5,6,
6/29/18,P,,5,6,
7/2/18,P,,5,6,
7/3/18,P,,4,6,
7/5/18,P,,4,6,
7/6/18,R,,3,5,
7/9/18,R,,3,5,
7/10/18,R,,3,5,
7/11/18,R,,3,6,d
7/12/18,R,,3,5,
7/13/18,R,,3,4,
7/16/18,R,,3,5,d
7/17/18,R,,3,5,
7/18/18,R,,3,5,
7/19/18,R,d,3,5,
7/20/18,R,,3,5,
7/23/18,R,,3,5,
7/24/18,R,,3,5,
7/25/18,R,,1,4,
7/26/18,R,d,2,5,d
7/27/18,R,,2,4,
7/30/18,P,,2,3,
7/31/18,P,,2,3,
8/1/18,P,,2,3,
8/2/18,R,,2,3,
8/3/18,R,,2,3,
8/6/18,R,,2,3,
8/7/18,R,,2,3,
8/8/18,R,,2,3,
8/9/18,R,,2,3,
8/10/18,R,d,3,4,d
8/13/18,R,,3,4,
8/14/18,R,,3,4,
8/15/18,R,d,4,4,d
8/16/18,R,,4,4,
8/17/18,R,,4,4,
8/20/18,R,,4,3,
8/21/18,R,d,5,3,
8/22/18,R,,5,3,
8/23/18,R,,4,3,
8/24/18,R,,4,3,
8/27/18,R,,4,3,
8/28/18,R,,4,3,
8/29/18,R,,4,3,
8/30/18,R,,4,3,
8/31/18,R,,4,3,
9/4/18,R,,4,4,d
9/5/18,R,d,5,5,d
9/6/18,R,,5,5,
9/7/18,R,,5,5,
9/10/18,R,,5,5,
9/11/18,R,,5,5,
9/12/18,R,,5,6,d
9/13/18,R,,5,6,
9/14/18,R,,5,6,
9/17/18,R,,4,6,
9/18/18,R,,4,6,
9/19/18,R,,4,6,
9/20/18,R,,3,5,
9/21/18,R,,3,6,d
9/24/18,R,,3,6,
9/25/18,R,,3,6,
9/26/18,R,d,3,7,d
9/27/18,R,,3,7,
9/28/18,R,,3,7,
10/1/18,R,,3,7,
10/2/18,R,,3,8,d
10/3/18,R,s,4,8,d
10/4/18,P,,4,9,d
10/5/18,P,,3,8,
10/8/18,P,,3,8,
10/9/18,P,,3,7,
10/10/18,C,,x,x,
10/11/18,C,,x,x,
10/12/18,C,,x,x,
10/15/18,C,,x,x,
10/16/18,C,,x,x,
10/17/18,C,,x,x,
10/18/18,C,,x,x,
10/19/18,C,,x,x,
10/22/18,C,,x,x,
10/23/18 0:00,C,,x,x,
10/24/18,C,,x,x,
10/25/18,C,,x,x,
10/26/18,C,,x,x,
10/29/18,C,,x,x,
10/30/18,C,,x,x,
10/31/18,C,,x,x,
11/1/18,C,,x,x,
11/2/18,C,,x,x,
11/5/18,C,,x,x,
11/6/18,C,,x,x,
11/7/18,R,,0,0,
11/8/18,R,,0,0,
11/9/18,R,d,1,0,
11/12/18,P,,1,0,
11/13/18,P,,1,0,
11/14/18,P,d,2,1,d
11/15/18,P,,2,1,
11/16/18,P,,2,1,
11/19/18,P,,2,1,
11/20/18,C,,x,x,
11/21/18,C,,x,x,
11/23/18,C,,x,x,
11/26/18,C,,x,x,
11/27/18,C,,x,x,
11/28/18,R,,0,0,
11/29/18,R,,0,0,
11/30/18,R,,0,0,
12/3/18,R,,0,0,
12/4/18,P,d,1,1,d
12/6/18,P,,1,1,
12/7/18,P,,1,1,
12/10/18,P,,1,1,
12/11/18,P,,1,1,
12/12/18,P,,1,1,
12/13/18,P,,1,1,
12/14/18,P,d,2,2,d
12/17/18,C,,x,x,
12/18/18,C,,x,x,
12/19/18,C,,x,x,
12/20/18,C,,x,x,
12/21/18,C,,x,x,
12/24/18,C,,x,x,
12/26/18,C,,x,x,
12/27/18,C,,x,x,
12/28/18,C,,x,x,
12/31/18,C,,x,x,
1/2/19,C,,x,x,
1/3/19,C,,x,x,
1/4/19,R,,0,0,
1/7/19,R,,0,0,
1/8/19,R,,0,0,
1/9/19,R,,0,0,
1/10/19,R,,0,0,
1/11/19,R,,0,0,
1/14/19,R,d,1,0,
1/15/19,R,,1,0,
1/16/19,R,s,2,1,s
1/17/19,R,,2,1,
1/18/19,R,,2,1,
1/22/19,R,,2,1,
1/23/19,R,,2,1,
1/24/19,R,,2,1,
1/25/19,R,,2,1,
1/28/19,R,,2,1,
1/29/19,R,,2,1,
1/30/19,R,,2,1,
1/31/19,R,,2,1,
2/1/19,R,,1,1,
2/4/19,R,,1,1,
2/5/19,R,,1,0,
2/6/19,R,,1,0,
2/7/19,R,d,2,1,d
2/8/19,R,,2,1,
2/11/19,R,,2,1,
2/12/19,R,,1,1,
2/13/19,R,,1,1,
2/14/19,R,d,2,1,
2/15/19,R,,2,1,
2/19/19,R,,2,1,
2/20/19,R,,2,1,
2/21/19,R,,2,1,
2/22/19,R,,2,1,
2/25/19,R,d,3,1,
2/26/19,R,,3,1,
2/27/19,R,,3,1,
2/28/19,R,d,4,2,d
3/1/19,R,,4,2,
3/4/19,R,,4,3,d
3/5/19,R,,4,3,
3/6/19,R,d,5,4,d
3/7/19,R,d,6,5,d
3/8/19,R,,6,5,
3/11/19,R,,6,5,
3/12/19,R,,6,4,
3/13/19,R,,6,4,
3/14/19,R,,6,4,
3/15/19,R,,5,4,
3/18/19,R,,5,4,
3/19/19,R,,5,5,s
3/20/19,R,d,6,5,
3/21/19,R,,6,4,
3/22/19,P,d,7,5,d
3/25/19,P,,6,5,
3/26/19,P,,6,5,
3/27/19,P,d,7,6,d
3/28/19,P,,7,6,
3/29/19,P,,7,6,
